quality_tier,quality_score,registry_journal,title,year,doi,url,rights_class,topics,dossier_use_buckets,matched_query,abstract
A,9,Journal of Aesthetic Nursing,Collagen stimulants in facial rejuvenation: a systematic review,2020,10.12968/joan.2020.9.8.334,https://doi.org/10.12968/joan.2020.9.8.334,unknown,combination_therapy; dermal_fillers,clinical_gateway_source; safety_floor,multimodal facial rejuvenation,"Collagen-stimulating agents relating to facial rejuvenation are part of the family of soft tissue fillers that can be used for facial contouring, volume restoration and skin rejuvenation through bio-stimulation of the tissues ( Strawford, 2020 ). Radiesse ® , made from calcium hydroxylapatite, was US Food and Drug Adminstration-approved in 2006. Ellansé ® , made from polycaprolactone, was CE-approved in 2009. However, polycaprolactone (which makes up 70% of Ellansé ® ) has been an FDA-approved biomaterial since 2001 ( Christen and Vercesi, 2020 ). This systematic review will evaluate the available evidence and evaluate if it continues to support the safety and efficacy of these two facial collagen stimulating materials."
A,9,Journal of Aesthetic Nursing,Combining laser and ultrasound technologies to deliver platelet-rich plasma,2013,10.12968/joan.2013.2.3.124,https://doi.org/10.12968/joan.2013.2.3.124,unknown,combination_therapy; lasers_energy_devices; regenerative_prp; rf_microneedling_ultrasound,clinical_gateway_source; sales_education_support; combination_observation; structured_taxonomy_support,platelet rich plasma facial rejuvenation,"Combination therapies are often used by aesthetic practitioners to achieve the best possible results for their patients. Although laser therapies can produce good results when treating common skin conditions, ultrasound technologies can be used to push particles from one place to another. Platelet-rich plasma (PRP) treatment is also one of many injectable procedures available for the purposes of skin rejuvenation and revitalisation. This paper describes a case report of a 47-year-old woman who was treated with needle-free PRP, minor fractional laser treatment and an ultrasound probe. A carbon dioxide (CO 2 ) laser was used to create perforations, PRP was applied topically to the skin, and then an ultrasound probe was used to force the PRP from the skin surface into the dermis. As PRP was administered without a needle, the procedure was performed without causing any post-procedure bruising. The patient was pleased with the treatment outcomes and the quality of her skin improved significantly."
A,9,Journal of Aesthetic Nursing,Fat transfer in aesthetic plastic surgery,2018,10.12968/joan.2018.7.1.24,https://doi.org/10.12968/joan.2018.7.1.24,unknown,body_contouring,clinical_gateway_source; safety_floor,submental fat deoxycholic acid,"Fat transfer, also referred to as fat grafting and lipofilling, has become widely accepted as an ideal means of soft-tissue filling, as transferred fat is biocompatible, non-allergenic, non-toxic and relatively easy to obtain. Since the 1990s, plastic surgeons have increasingly and reliably used fat transfer as a way to improve and enhance the appearance of the face, breasts, hands and buttocks. However, more recently, clinicians have documented the therapeutic benefits of fat grafting in the healing of wounds and scars, as well as fat's ability to repair damage to breast tissue following radiation treatment. Olivier Branford provides an overview of fat transfer and its safety, efficacy and indications"
A,9,Journal of Aesthetic Nursing,Hyaluronic acid filler vascular complication management: an updated and easy-to-follow emergency protocol,2021,10.12968/joan.2021.10.sup1.34,https://doi.org/10.12968/joan.2021.10.sup1.34,unknown,dermal_fillers; practice_safety,clinical_gateway_source; safety_floor; structured_taxonomy_support,hyaluronic acid filler complication,"With the breadth and variety of hyaluronic acid hydrogels available, it can be challenging to understand the evolving product characteristics and associated terminology. Similarly, different hyaluronic acid hydrogels can share the same indication, and yet consist of different rheological and physiochemical properties. In this paper, hyaluronic acid biophysical properties, such as molecular weights, stabilisation (crosslinking), modification and hyaluronic acid concentration, are explored in relation to findings from current literature. The significance for these specific properties is explored in relation to specific indications and anti-ageing benefits."
A,9,Journal of Aesthetic Nursing,Laser regulation in the UK: why it is time for the aesthetic industry to toughen up,2013,10.12968/joan.2013.2.8.392,https://doi.org/10.12968/joan.2013.2.8.392,unknown,lasers_energy_devices,clinical_gateway_source; safety_floor,laser resurfacing aesthetic,"With the number of aesthetic lasers on the market increasing all the time, it is more important than ever to ensure that both the devices and practitioners are regulated. In this article, Senior Laser Practitioner Neen Riseborough voices her opinion on the safety of lasers in the UK, shares her experiences at training days and advises aesthetic nurses by providing her top tips on providing in-clinic treatments"
A,9,Journal of Aesthetic Nursing,Microneedling: monotherapy or adjuvant treatment?,2025,10.12968/joan.2025.0004,https://doi.org/10.12968/joan.2025.0004,unknown,combination_therapy; lasers_energy_devices; regenerative_prp; rf_microneedling_ultrasound; skin_quality_peels,clinical_gateway_source; sales_education_support; combination_observation; structured_taxonomy_support,radiofrequency microneedling aesthetic,"Microneedling, a minimally invasive procedure involving repeated puncturing of the skin with sterilized microneedles, has gained popularity for treating various dermatological concerns. Its ability to stimulate collagen production makes it effective for skin rejuvenation, scar reduction, and hair regrowth. Recent studies demonstrate its enhanced efficacy when combined with other treatments, such as minoxidil, platelet-rich plasma, and exosomes for hair regeneration. Additionally, microneedling shows promise in managing conditions like vitiligo and melasma when used alongside topical therapies. The expanding applications of microneedling highlight its versatility, with combination therapies proving more effective than monotherapies for optimal patient outcomes."
A,9,Journal of Aesthetic Nursing,Radiofrequency treatment for vulvovaginal laxity and sexual dysfunction,2018,10.12968/joan.2018.7.2.82,https://doi.org/10.12968/joan.2018.7.2.82,unknown,rf_microneedling_ultrasound,clinical_gateway_source; safety_floor,microfocused ultrasound skin laxity,"Vulvovaginal laxity due to childbirth, ageing and the menopause is a condition which is rarely discussed by women but which can lead to discomfort, bladder symptoms and sexual dysfunction. Adequate pelvic floor function is essential for good sexual health. Sexual health is intricately related to good general health, as well as self-esteem and self-confidence. Treatments for vulvovaginal laxity range from pelvic floor exercises to surgical intervention with its associated risks. Transcutaneous temperature-controlled radiofrequency treatment bridges that gap and offers women more choices to restore their vaginal function. This article reviews the available evidence and application and efficacy of radiofrequency treatments for vulvovaginal laxity."
A,9,Journal of Aesthetic Nursing,Role of cosmeceutical skincare in the management of acne,2018,10.12968/joan.2018.7.sup1.8,https://doi.org/10.12968/joan.2018.7.sup1.8,unknown,skin_quality_peels,clinical_gateway_source; safety_floor,cosmeceutical photoaging,"There is a growing body of evidence showing the benefit of some common cosmeceutical agents in the various pathogenic stages of acne. Sarah Boxley explains why an understanding of the roles of these products, the evidence to support their use, and their potential side effects, should enable practitioners to effectively and appropriately advise patients on their benefits and limitations"
A,9,Journal of Aesthetic Nursing,Safety considerations for aesthetic nurses administering platelet-rich plasma,2013,10.12968/joan.2013.2.3.118,https://doi.org/10.12968/joan.2013.2.3.118,unknown,lasers_energy_devices; regenerative_prp,clinical_gateway_source; safety_floor; structured_taxonomy_support,platelet rich plasma facial rejuvenation,"Treatment with platelet-rich plasma (PRP) has been labelled with emotive terms such as the Vampire Facelift and dracula therapy, which have generated a significant level of media coverage in the UK and around the globe. However, it could be argued that the use of PRP is an example of procedures gaining popularity before an appropriate level of research has been completed. It is important to note that the majority of research carried out to examine the efficacy of PRP appears to be subjective, made use of small samples and has been based on specialities outside of medical aesthetics. To explore this issue further and outline essential safety considerations, the author will look at the critical issues surrounding the principles of PRP and particularly the questions arising when researching which PRP system to invest in."
A,9,Journal of Aesthetic Nursing,Sun protection: an essential update on the use of physical and chemical sunscreens,2013,10.12968/joan.2013.2.3.134,https://doi.org/10.12968/joan.2013.2.3.134,unknown,skin_quality_peels,clinical_gateway_source; safety_floor,chemical peel photoaging,"Sun protection has traditionally been seen as the application of chemical or physical sunscreens to the skin; however, better understanding of skin care and particularly photoprotective topicals is affecting opinions on the best products to apply to protect against ultraviolet (UV) exposure. New European Union (EU) regulations come in to force this in July of this year, insomuch as the EU Cosmetics Directive 76/768/EEC is to be replaced by Cosmetic Products Regulation 1223/2009), affecting changes to manufacturing, labelling, safety reports, product information files (PIFs) and serious undesirable effect reporting. The Food and Drug Administration has implemented also new regulations for sun protection factor (SPF) claims and drug facts labelling for SPF products. Last year, the author reviewed the effects of UV exposure and relevant regulations, as well as imminent regulatory changes in the US, and briefly reviewed new ingredients making an impact on cosmeceutical sun protection and damage repair ( Bowes, 2012 ). This update paper reflects these changes and explores ways we can support our patients wishing to achieve a healthy glow."
A,9,Journal of Aesthetic Nursing,The Cosmetic Skin Clinic: from first impressions to undergoing a procedure,2014,10.12968/joan.2014.3.1.48,https://doi.org/10.12968/joan.2014.3.1.48,unknown,lasers_energy_devices; practice_safety,clinical_gateway_source; safety_floor; timing_maintenance,skin of color aesthetic procedure,"When providing advice on running a successful clinic, nothing is better than experiencing the patient journey yourself, from the reception to the treatment room. In this new practice management series, PR professional Kate Zadah will travel the UK visiting clinics and reviewing their layouts, customer service, treatment menus and follow-up care. She will also highlight areas for improvement for each one"
A,9,Journal of Aesthetic Nursing,Using ultrasound to evaluate facial fillers and other commonly encountered aesthetic skin issues,2022,10.12968/joan.2022.11.7.286,https://doi.org/10.12968/joan.2022.11.7.286,unknown,dermal_fillers; practice_safety; rf_microneedling_ultrasound,clinical_gateway_source; safety_floor; structured_taxonomy_support,microfocused ultrasound skin laxity,"Handheld high-frequency ultrasound is a helpful tool for an aesthetic injector, and its use is becoming more common in aesthetic practices. Ultrasound can be used to guide dermal filler injections and avoid complications. With ultrasound, the practitioner can garner clues to identify the type and age of previously injected fillers. It can help determine the best depth or plane of injections, as well as monitor the efficacy of aesthetic treatments other than injections and monitor the progression of certain dermatologic diseases. The aesthetic practitioner should seriously consider adding ultrasound to their diagnostic armamentarium."
A,9,Journal of Aesthetic Nursing,"Volumising, biostimulative and uniquely regenerative: a review of <b>calcium hydroxylapatite</b>",2026,10.12968/joan.2026.0008,https://doi.org/10.12968/joan.2026.0008,unknown,dermal_fillers; lasers_energy_devices; regenerative_prp; skin_quality_peels,clinical_gateway_source; safety_floor; timing_maintenance,calcium hydroxylapatite filler,"Calcium hydroxylapatite (CaHa) has emerged as a versatile agent in regenerative aesthetics, offering volumising, biostimulatory, and tissue-regenerative effects. Unlike traditional fillers that primarily replace volume, CaHa restores extracellular matrix integrity by stimulating collagen, elastin, and proteoglycan production through mechanotransduction, promoting youthful tissue architecture without provoking significant inflammation. Suspended in carboxymethylcellulose, CaHa demonstrates excellent safety, biocompatibility, and biodegradability, while its rheological properties allow precise sculpting and lifting. Evidence highlights enhanced fibroblast function, neocollagenesis, angiogenesis, and improved skin quality, positioning CaHa as a model regenerative filler that simultaneously provides immediate volumetric support and long-term dermal restoration."
A,9,Journal of Cosmetic Dermatology,<scp>InMode</scp> Evoke radiofrequency hands‐free facial remodeling for skin rejuvenation,2022,10.1111/jocd.15269,https://doi.org/10.1111/jocd.15269,unknown,body_contouring; regenerative_prp; rf_microneedling_ultrasound,clinical_gateway_source; sales_education_support; structured_taxonomy_support,exosome skin rejuvenation,"Abstract Demand for facial contouring procedures has increased dramatically in recent years. Common regions of concern for patients seeking a rejuvenated, more youthful appearance include the cheeks, jawline, submental area, and neck. Radiofrequency technology offers a non‐invasive and effective method of improving skin laxity and subcutaneous fat in these areas. The Evoke system from InMode Aesthetics is a radiofrequency modality designed to address the lower face and neck that stimulates collagen remodeling for skin tightening and thermal lipolysis for improved facial contour. While alternate technologies for radiofrequency facial remodeling are commercially available, Evoke is the first of its kind in introducing a reliable, operator‐independent hands‐free device developed based on InMode's proprietary Acquire, Control, and Extend technology targeting the deep fibro‐septal network to provide optimal and consistent outcomes."
A,9,Journal of Cosmetic Dermatology,<scp>Self‐crossing</scp> hyaluronic acid filler with combination use of polydioxanone thread in minipig model,2024,10.1111/jocd.16338,https://doi.org/10.1111/jocd.16338,unknown,combination_therapy; dermal_fillers,clinical_gateway_source; combination_observation; timing_maintenance; structured_taxonomy_support,laser filler combination,"Abstract Introduction The advances of self‐crossing hyaluronic acid (SC‐HA) fillers combination use with polydioxanone thread in minipigs were examined for compatibility, effectiveness, and immune response. Materials and Methods A 12‐week experiment was conducted using 6 minipigs (3 male and 3 female each) to evaluate the effects of SC‐HA filler. The molecular weight of SC‐HA filler was fixed at 200 kDa and alternative storage modulus of G80, G250, and G500 were examined. The procedure involved injecting SC‐HA filler and polydioxanone threads into the skin tissue of anesthetized minipigs, and tissue sampling after 1 month (three minipigs), and 3 months (three minipigs) for histological staining and analysis. The immune reaction was observed during the experiment. Results The practitioner reported it was easy to inject the SC‐HA filler in combination with polydioxanone threads. All four storage modulus of SC‐HA fillers were injectable within the polydioxanone thread containing cannula. Also, during the procedure, there were no immune responses at the treated sites. The results of the histological tissue examination confirmed that there was no chemical interaction between SC‐HA filler and the existing polydioxanone thread, and it was observed that SC‐HA filler was more uniformly distributed within the tissue with lower storage modulus, resulting in a higher production of collagen in the surrounding filler. When combined with scaffold polydioxanone thread, the scaffold polydioxanone thread helped spread the filler evenly, resulting in a more evenly distributed collagen around the filler. Conclusion Today, the combination therapy of filler and polydioxanone thread in one procedure is challenging due to the high viscosity of conventional fillers. However, this study confirmed that combination therapy of filler and polydioxanone thread is possible with SC‐HA fillers. Additionally, it was found that polydioxanone thread does not seem to interfere with the crosslinking reaction of SC‐HA filler, and if used with a higher pH of polydioxanone, it may enhance the cross‐linking reaction and achieve a higher viscosity value. Finally, the study resulted in the idea of concrete as SC‐HA filler and reinforcing rod for polydioxanone thread."
A,9,Journal of Cosmetic Dermatology,A mini review on the common methods of pain reduction before filler and botulinum toxin injection,2020,10.1111/jocd.13138,https://doi.org/10.1111/jocd.13138,unknown,combination_therapy; dermal_fillers; injectables_neurotoxins,clinical_gateway_source; combination_observation; structured_taxonomy_support,botulinum toxin filler combination,"Abstract Background As the desire for beauty and youthful appearance has increased in recent years, cosmetic injections are getting more attention. However, patients discomfort during these injections is a challenging issue. Aim This review explores common approaches to reduce pain and discomfort during cosmetic injections through the available literature. Methods The eligible studies through searching in PubMed have been entered to evaluate the common methods of pain reduction for cosmetic injections. Results According to reviewed studies, vibration, local anesthesia, and vapocoolant anesthesia are common methods applied in order to reduce pain and discomfort in patients. All of these methods are able to reduce pain through their affects on neuron fibers. Conclusion: It seems that all common approaches can result in some amount of pain reduction. Using a combination of these methods during injections, practitioners can successfully reduce the pain of injection."
A,9,Journal of Cosmetic Dermatology,A prospective and randomized study comparing <scp>ultrasound‐guided</scp> real time injection to conventional blind injection of botulinum neurotoxin for glabellar wrinkles,2024,10.1111/jocd.16365,https://doi.org/10.1111/jocd.16365,unknown,injectables_neurotoxins; rf_microneedling_ultrasound,clinical_gateway_source; sales_education_support; timing_maintenance; structured_taxonomy_support,glabellar lines botulinum,"Abstract Background Botulinum neurotoxin injections are the most frequently performed cosmetic procedures, but conventional blind injection for glabellar wrinkles remains to have some limitations. Aims We intend to directly inject botulinum neurotoxin into the glabella complex guided by real time ultrasound. We aim to propose a more efficient and safer botulinum neurotoxin injection strategy for glabellar wrinkles. Methods A total of 40 subjects with moderate to severe glabellar lines were enrolled in this study to receive botulinum neurotoxin injection, either through ultrasound‐guided real time injection or conventional blind injection. Facial Wrinkle Scale (ranging from 0 = none to 3 = severe) and inter‐brow distance (from 3D scanned face images) were used to evaluate the glabellar wrinkles improvement. Paired t test and two‐sample t test were performed to analyze the within‐group and between‐group differences. Results The wrinkle score reduction was significant ( p < 0.0001) immediately after the injection in ultrasound‐guided injection group, but not in blind injection group ( p = 0.163). Ultrasound‐guided injection also showed a higher performance of wrinkle score reduction and more effective inter‐brow distance increase over blind injection at Day 0 ( p < 0.0001), Day 1 ( p < 0.0001), Day 21 ( p < 0.01) and Day 35 ( p < 0.01) after initial treatment. Conclusions The results of the study confirmed that botulinum neurotoxin injection for glabellar wrinkles under ultrasound guidance achieves quicker onset of action and better final outcomes compared to conventional blind injection."
A,9,Journal of Cosmetic Dermatology,A randomized clinical trial on the comparison between hair shaving and snipping prior to laser hair removal sessions in women suffering from hirsutism,2017,10.1111/jocd.12280,https://doi.org/10.1111/jocd.12280,unknown,lasers_energy_devices,clinical_gateway_source; sales_education_support; timing_maintenance; structured_taxonomy_support,laser hair removal,"Summary Background and objectives Hirsutism or excess hair growth is a common dermatological problem in females, affecting up to 10% of females worldwide. We aimed this study to compare the two hair‐shortening methods shaving vs . snipping among hirsute women regarding the outcome of the therapy and also the paradoxical hypertrichosis phenomenon (terminal hair regrowth) 6 months after the final therapy session. Materials and Methods In this study, 129 premenopausal women affected by hirsutism were randomly divided into two study groups according to hair‐shortening method: shaving as group A (66 patients) and hair shortening by scissor as group B (63 patients). Each patient received six alexandrite laser therapy sessions every month for six consecutive months. Chin hairs in a 5 × 5 cm 2 zone were counted, and the paradoxical hair regrowth was evaluated four times during the study: once at baseline, once before the third session, once before the sixth session, and once 6 months after the last laser session. Results Before the third session, the counts were 15.06 ± 5.20 in group A and 13.07 ± 4.44 in group B ( P = 0.022); both counts were meaningfully less than the baseline count ( P < 0.001). The counts before the sixth session were 2.80 ± 1.16 in group A and 2.71 ± 1.12 in group B ( P = 0.673); the counts were significantly lower than the previous session ( P < 0.001). Six months after the last laser session, the counts were 11.27 ± 9.30 in group A and 8.15 ± 3.12 in group B ( P = 0.012). Paradoxical hypertrichosis was observed in three patients of group A vs . no patients in group B. Conclusion We found that alexandrite laser therapy is really effective for treating hirsutism. Both shaving and using a scissor for hair shortening showed similar short‐term results, but in one‐year follow‐up, paradoxical hypertrichosis was only observed in shaving group and also a lower hair count was observed in the snipping group."
A,9,Journal of Cosmetic Dermatology,A study of combination unilateral subcutaneous botulinum toxin a treatment for androgenetic alopecia,2022,10.1111/jocd.15179,https://doi.org/10.1111/jocd.15179,unknown,combination_therapy; injectables_neurotoxins,clinical_gateway_source; combination_observation; timing_maintenance; structured_taxonomy_support,botulinum toxin filler combination,"Abstract Objective To observe the efficacy of unilateral subcutaneous injection of botulinum toxin A combined with finasteride and minoxidil in the treatment of androgenic alopecia. Methods Thirty‐seven patients with androgenic alopecia were treated with finasteride and minoxidil as standard therapy and were randomly assigned to subcutaneous injections of botulinum toxin A in one hemisphere of the head at the beginning of a 6‐month treatment. Before treatment, 3 months after treatment, and 6 months after treatment, the patient's head hair growth was photographed and evaluated. Results After 3 and 6 months of treatment, hair density of the treated androgenic alopecia patients was higher than before treatment ( p < 0.05), and the hair density of the botulinum toxin A injection side was higher than that of the control side ( p < 0.05). After 6 months of treatment, the response rate of botulinum toxin A combined with finasteride and minoxidil was 77.5%, with no significant side effects observed. Conclusion Finasteride and minoxidil have a significant effect on androgenic alopecia, and the effect is further increased after combined with botulinum toxin A subcutaneous injection."
A,9,Journal of Cosmetic Dermatology,Alopecia and Semaglutide: Connecting the Dots for Patient Safety,2025,10.1111/jocd.70125,https://doi.org/10.1111/jocd.70125,unknown,glp1_aesthetics,clinical_gateway_source; safety_floor,semaglutide aesthetic surgery,
A,9,Journal of Cosmetic Dermatology,An International Survey on the Use of a Polyrevitalizing Solution With or Without Other Aesthetic Procedures in the Daily Practice of Aesthetic Physicians,2025,10.1111/jocd.16623,https://doi.org/10.1111/jocd.16623,unknown,combination_therapy; dermal_fillers; injectables_neurotoxins; lasers_energy_devices; practice_safety; rf_microneedling_ultrasound; skin_quality_peels,clinical_gateway_source; combination_observation,informed consent aesthetic practice,"ABSTRACT Objective NCTF135HA, a versatile polyrevitalizing solution, is a potent agent for enhancing skin quality, radiance, moisture, vitality, and diminishing fine wrinkles caused by aging factors. Data demonstrate a divergence in its application from skin quality enhancement to treatment of vitiligo lesions. To know more precisely about the protocol of use among providers, alone or in combination with other procedures, we performed an international survey. Method A Steering Committee of dermatologists, aesthetic surgeons, and physicians developed a 32‐question questionnaire based on a literature review. Hosted online from January to March 2024, it targeted healthcare professionals experienced in polyrevitalization. Responses were analyzed anonymously and reported descriptively. Results Practitioners adopt a balanced approach: half of their patients receiving classic Polyrevitalization (NCTF135HA alone) and the other half undergoing combination therapy (NCTF135HA with another aesthetic procedure). Most administer NCTF135HA across multiple sessions, typically three (39.7%). In combination therapy, 55.5% of practitioners use NCTF135HA for medical purposes, targeting Melasma (53.1%) and Rosacea (45.0%) for instance. Aesthetic use is prevalent, with 94.2% employing NCTF135HA for skin wrinkles (79.9%), and refreshment, rejuvenation, and hydration (73.4%). Combining NCTF135HA with hyaluronic acid (71.2%) and botulinum toxin (49.1%) is common, alongside microneedling (50.2%), peelings (32.4%), and fractional radiofrequency (25.6%). Limitations and Conclusion Our survey showed a homogenous distribution of NCTF135HA utilization, indicating a consensus on its application across diverse demographics. This consistency highlights its widespread acknowledgment and efficacy in various aesthetic and clinical settings. Limitations include a large respondent group from Mexico and many respondents with less than 10 years of experience."
A,9,Journal of Cosmetic Dermatology,Artificial Intelligence‐Augmented Morphometric Reporting for Standardized Facial Aesthetic Treatment Planning: A Multi‐Rater Reliability Study,2026,10.1111/jocd.70900,https://doi.org/10.1111/jocd.70900,unknown,combination_therapy; dermal_fillers; injectables_neurotoxins,clinical_gateway_source; sales_education_support,combination aesthetic treatment,"ABSTRACT Background Facial aesthetic assessment is inherently subjective, leading to significant inter‐observer variability in treatment planning. Artificial intelligence (AI) offers a potential framework for standardized morphometric reporting. Objective To evaluate whether AI‐augmented morphometric reports improve the consistency of simulated aesthetic treatment plans among dermatologists. Methods Six dermatologists (3 experts, 3 residents) proposed treatment plans (neurotoxin units and filler volumes) for 76 standardized frontal images from the Chicago Face Database. In Phase I (Baseline), raters used visual intuition. In Phase II (AI‐Augmented), raters were provided with objective morphometric reports. The primary outcome was the change in inter‐rater reliability, measured by the Intraclass Correlation Coefficient (ICC(2,1)). Results Significant baseline asymmetry (> 1.5 scaled units) was present in 58.4% of cases. The overall ICC(2,1) improved from 0.62 (95% CI: 0.54–0.69) to 0.88 (95% CI: 0.81–0.93) following AI augmentation. The most substantial improvement was observed in the resident group (ICC: 0.46 to 0.84). The mean absolute deviation from the expert‐group mean declined from 0.34 to 0.12 scaled units. Conclusion AI‐augmented morphometric reporting was associated with improved inter‐rater agreement and reduced variability in simulated facial aesthetic treatment planning, particularly among less experienced raters. However, improved agreement does not necessarily reflect improved clinical accuracy, and future validation against clinical outcomes is warranted. The AI system functioned as a decision‐support tool rather than a replacement for clinician judgment."
A,9,Journal of Cosmetic Dermatology,Assessing the Quality and Safety of Do‐It‐Yourself Cosmetic Neuromodulator Injection Tutorials on YouTube,2025,10.1111/jocd.70252,https://doi.org/10.1111/jocd.70252,unknown,injectables_neurotoxins,clinical_gateway_source; safety_floor; structured_taxonomy_support,neuromodulator facial aesthetics,
A,9,Journal of Cosmetic Dermatology,Botulinum toxin for cosmetic treatments in young adults: An evidence‐based review and survey on current practice among aesthetic practitioners,2023,10.1111/jocd.15513,https://doi.org/10.1111/jocd.15513,unknown,injectables_neurotoxins; practice_safety,clinical_gateway_source; sales_education_support; structured_taxonomy_support,botulinum toxin aesthetic,"Abstract Background Botulinum toxin A (BoNTA) treatments are popular worldwide. Young adults, less than 41 years of age, are an important cohort of patients seen in practice, and the optimal dosage of BoNTA in this age group remains poorly defined. Aims and Objective To determine the optimal dosing of BoNTA across different age‐matched cohorts by reviewing the literature and to evaluate current BoNTA practices among aesthetic practitioners when treating younger versus older adults. Methods An evidence‐based literature review was performed to evaluate the current evidence on BoNTA injections for cosmetic indications in millennials (born between 1981 and 1996) and young adults. A cross‐sectional online survey was distributed to aesthetic practitioners to assess their current practice with BoNTA. Results There is a paucity of high‐quality research on BoNT in millennials. Our literature review suggests different patterns of practice when treating younger adults. Specifically, our survey revealed that: (1) younger adults are receiving, on average, fewer units of BoNTA at the glabella, forehead, and crow's feet, (2) younger toxin‐naïve patients are also afraid to look frozen or unnatural, and (3) wrinkles prevention was the most common reason for seeking treatment in younger patients. Conclusion The literature review supports the efficacy of BoNTA for correcting wrinkles in millennials. Our findings provide further insight into the dosing pattern of cosmetic BoNTA and motivating factors for seeking treatments in young adults. This valuable information will help practitioners with treatment planning when seeing patients from different age cohorts. An individualized approach and a lower dosage of BoNTA in toxin‐naïve younger adults are recommended."
A,9,Journal of Cosmetic Dermatology,Comparison of efficacy of products containing azelaic acid in melasma treatment,2016,10.1111/jocd.12217,https://doi.org/10.1111/jocd.12217,unknown,combination_therapy; skin_quality_peels,clinical_gateway_source; combination_observation; timing_maintenance,melasma aesthetic treatment,"Abstract Background Melasma is one of the most frequently diagnosed hyperpigmentation changes on the skin of women's faces. Nearly 30% of women using oral estrogen therapy struggle with this problem. A common way of reducing melasma is the application of azelaic acid products. Aim Comparison of efficacy of three dermocosmetic products, containing azelaic acid, in the reduction in melasma for women aged 35–55. Material and methods A group of 60 women diagnosed with melasma were divided into three even, twenty‐person subgroups. Each subgroup was assigned one dermocosmetic product containing azelaic acid. For 24 weeks, the patients applied the assigned product twice a day. The level of the colorant within the hyperpigmentation was marked before the treatment, after 1 month, after 3 months, and after 6 months of therapy. The pigmentation was measured using Mexameter ® (Courage + Khazaka electronic, Germany). In addition, during each inspection, the patients' level of hydration, elasticity, and intensity of erythema was checked using Corneometer ® , Reviscometer ® . Results All dermocosmetics containing azelaic acid that were applied significantly contributed to the reduction in pigment in the pigmentary lesion. The largest decrease in the amount of pigment was observed in the first 3 months of use of the products. A combination containing 20% azelaic acid and mandelic acid, phytic acid, 4N‐butyl resorcinol, and ferulic acid proved to be the most effective dermocosmetic III (Sesderma, Valencia, Spain). Conclusions Dermocosmetics containing azelaic acid significantly contribute to the clearing of melasma. The effect depends on the treatment time, the acid concentration, and addition of other components."
A,9,Journal of Cosmetic Dermatology,Comparison of microfocused ultrasound with visualization for skin laxity among vegan and omnivore patients,2021,10.1111/jocd.13961,https://doi.org/10.1111/jocd.13961,unknown,rf_microneedling_ultrasound,clinical_gateway_source; sales_education_support; timing_maintenance; structured_taxonomy_support,microfocused ultrasound skin laxity,"Abstract Background The aging of facial structures depends on genetic, anatomic, chronologic, and environmental factors that affect the skin and underlying tissues. Microfocused ultrasound with visualization (MFU‐V) has emerged as a safe and effective treatment for skin laxity. As the nutritional status may contribute to skin aging, it would be interesting to evaluate whether different dietary patterns can also influence the response to MFU‐V treatment for skin laxity. Aims The aim of this study is to compare the outcome of MFU‐V therapy between omnivore and vegan patients. Methods Twenty‐seven vegan and twenty‐seven omnivorous women who underwent MFU‐V treatment for laxity of lower face and neck were enrolled. The clinical outcome was evaluated using the FLR (Facial Laxity Rating) scale after 3 and 6 months from treatment. Results At baseline, no significant differences were found in terms of FLR scale in both treated sites. After 3 months, reduction in FLR scale was significantly lower for vegans both on face ( P = .04) and neck ( P = .004). At 6 months, vegan patients had a worse clinical outcome on lower face ( P = .001) and neck ( P < .001). Conclusion The present study suggests that a vegan diet may negatively influence the outcome of a MFU‐V treatment."
A,9,Journal of Cosmetic Dermatology,Correction to Academic visualization study of aesthetic medicine management and related legal research since 2000,2025,10.1111/jocd.16736,https://doi.org/10.1111/jocd.16736,unknown,practice_safety,clinical_gateway_source; safety_floor,aesthetic complication management,
